ID_kit_api_zym,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,ID_strains,ID_reference,manual_annotation,created_zym,modify_in_pgsql_zym,ID_tbl_api_zym,last_change
4470,-,+,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,8143,61806,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4471,-,-,+,+,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,155745,61857,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4472,-,+,+,+,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,24434,61878,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4473,-,+,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155775,61891,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4474,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,-,-,155820,61943,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4475,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155901,62032,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4476,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,155908,62040,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4477,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155913,62045,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4478,-,+,+,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,155929,62068,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4479,-,+,+,+,-,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,155947,62091,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4480,-,+,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,130457,62099,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4481,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,155962,62112,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4482,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,155973,62124,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4483,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,155975,62127,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4484,-,+,-,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,-,155981,62150,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4485,-,+,-,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,-,-,139428,62199,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4486,-,+,+,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,156030,62218,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4487,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10497,62244,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4488,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10495,62245,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4489,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156053,62246,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4490,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,+,+,-,-,-,156140,62337,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4491,-,+,+,+,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,-,156152,62356,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4492,-,+,+,+,-,+,+,+,-,+,+,+,-,-,-,-,-,-,-,-,156153,62357,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4493,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156216,62428,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4494,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156233,62450,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4495,-,+,+,-,-,+,+,-,+,+,+,+,-,+,-,+,+,-,-,-,156234,62451,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4496,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,-,-,-,18153,62482,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4497,-,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18155,62483,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4498,-,+,-,-,-,+,+,+,-,-,+,+,-,-,-,+,+,-,-,-,156272,62508,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4499,-,+,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156312,62551,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4500,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156323,62562,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4501,-,+,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156338,62577,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4502,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,-,-,156350,62593,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4503,-,+,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,156405,62664,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4504,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156411,62671,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4505,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156414,62674,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4506,-,-,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,139606,62682,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4507,-,+,+,+,-,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,8146,62684,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4508,-,+,+,+,-,+,+,-,-,-,+,+,+,-,-,+,+,+,-,-,156449,62717,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4509,-,+,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,156451,62719,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4510,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156453,62721,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4511,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,136807,62744,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4512,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156465,62746,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4513,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156466,62747,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4514,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156467,62748,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4515,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156468,62749,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4516,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156469,62750,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4517,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156470,62751,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4518,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156471,62752,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4519,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,156473,62755,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4520,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156474,62757,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4521,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156475,62758,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4522,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156476,62759,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4523,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156477,62760,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4524,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156478,62762,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4525,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,130145,62763,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4526,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156479,62764,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4527,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156480,62765,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4528,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156481,62766,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4529,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156482,62768,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4530,-,+,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156497,62791,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4531,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156522,62834,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4532,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156523,62835,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4533,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156524,62836,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4534,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156525,62838,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4535,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156526,62839,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4536,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156527,62840,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4537,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156529,62843,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4538,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156530,62844,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4539,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156531,62845,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4540,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156532,62846,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4541,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156533,62847,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4542,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156535,62849,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4543,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156565,62887,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4544,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,141190,44111,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4545,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156596,62957,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4546,-,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156613,62993,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4547,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156649,63040,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4548,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,156650,63041,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4549,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156720,63127,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4550,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156747,63160,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4551,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,156826,63250,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4552,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156828,63257,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4553,-,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,156832,63262,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4554,-,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,156869,63302,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4555,-,+,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,156955,63411,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4556,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,157139,63660,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4557,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,141814,44960,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4558,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,+,+,+,-,-,13584,44253,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4559,-,+,+,-,-,+,-,-,+,-,+,+,-,-,-,+,+,+,-,-,13584,44253,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4560,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141827,45002,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4561,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141841,45021,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4562,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,-,+,-,-,-,141301,44263,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4563,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,-,+,+,-,-,141302,44264,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4564,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,141304,44266,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4565,-,+,+,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,141319,44282,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4566,-,-,+,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,141917,45108,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4567,-,+,+,+,-,+,-,-,+,-,+,+,-,-,-,-,+,-,-,-,141320,44283,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4568,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,141323,44286,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4569,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,141326,44289,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4570,-,-,+,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,141327,44290,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4571,-,-,+,+,-,+,-,-,+,-,+,-,-,-,-,-,+,-,-,-,141328,44291,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4572,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141984,45188,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4573,-,-,+,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,141985,45189,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4574,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,141996,45206,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4575,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135179,44301,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4576,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139075,44302,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4577,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,14522,47537,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4578,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,145026,48786,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4579,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,145444,49276,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4580,-,+,+,+,-,+,+,+,+,-,-,-,-,-,-,+,+,-,-,-,145454,49286,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4581,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145547,49395,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4582,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,134521,49396,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4583,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,145550,49399,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4584,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145553,49402,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4585,-,-,+,+,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,145559,49408,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4586,-,+,+,-,-,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,145597,49456,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4587,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,146267,50255,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4588,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,146454,50466,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4589,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,146909,51006,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4590,-,+,+,+,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,146911,51009,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4591,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138278,51149,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4592,-,+,+,+,+,+,-,-,-,-,+,-,-,+,-,-,-,-,-,-,147131,51256,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4593,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,147170,51299,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4594,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,147171,51300,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4595,-,+,+,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,3928,51333,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4596,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,147459,51632,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4597,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,147556,51744,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4598,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,147677,51878,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4599,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148258,52525,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4600,-,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,14520,52550,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4601,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14504,52568,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4602,-,+,+,+,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,14598,52571,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4603,-,+,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,148460,52760,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4604,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,148756,53084,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4605,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,148960,53294,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4606,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,148963,53297,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4607,-,+,+,+,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,-,148965,53299,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4608,-,+,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,148996,53333,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4609,-,-,+,-,-,+,-,-,-,-,+,-,+,+,-,+,+,-,-,-,176,53356,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4610,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,7579,53393,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4611,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,149161,53518,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4612,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,149169,53526,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4613,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14576,44678,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4614,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,149284,53656,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4615,-,-,+,-,-,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,149665,54099,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4616,-,+,-,+,-,+,+,+,-,-,+,+,-,-,-,+,+,-,-,-,149690,54128,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4617,-,+,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,149748,54192,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4618,-,+,+,+,-,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,149773,54221,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4619,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149829,54286,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
4620,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,229,54739,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
